view,sight height(M),street width(M),window width(M),sill height(M),balcony,building height(L),building height(F),building height(R),window width(L),window width(F),window width(R),sill height(L),sill height(F),sill height(R),balcony(L),balcony(F),balcony(R),curtain(L),curtain(F),curtain(R),sex,age,edu,privacy
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-high
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,high
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,medium
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-high
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,14,32.7,4,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,medium
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-low
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,4.4,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,high
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,Secondary education,medium
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,Secondary education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-low
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,medium
GGG,4.4,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,46-60,University Education,high
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,low
GGG,14,13.5,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,high
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,over 60,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,over 60,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-high
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,medium
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,Secondary education,high
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,medium
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,31-45,University Education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,medium
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-high
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-high
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,high
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,high
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,Secondary education,v-low
GGG,4.4,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,Secondary education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,high
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,high
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,Secondary education,v-low
GGG,4.4,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,Secondary education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,46-60,University Education,low
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-low
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,14,13.5,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,46-60,University Education,medium
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,v-low
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,medium
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,low
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,31-45,University Education,low
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,21-30,University Education,v-high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,medium
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Male,31-45,University Education,v-high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,medium
GGG,14,32.7,4,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,21-30,University Education,v-high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Male,46-60,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,Secondary education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,v-high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,,,,
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,Secondary education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,high
BSB,4.4,13.5,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,v-high
BSB,4.4,32.7,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,31-45,University Education,medium
BSB,4.4,32.7,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,v-low
BSB,4.4,32.7,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,v-low
BSB,4.4,32.7,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,low
BSB,4.4,32.7,1.8,0.9,0,29,0,34,3,0,3.6,0.1,0,0.1,0,0,1,0,0,1,Female,21-30,University Education,v-high
